City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Mangai,CD,-4.05,19.5333,71.28,89,94,1.41,overcast clouds
467,Palmerston,AU,-12.486,130.9833,82.99,83,75,10.36,broken clouds
468,Malaya Vishera,RU,58.8454,32.2222,8.04,95,94,5.46,overcast clouds
469,Esperance,AU,-33.8667,121.9,69.8,68,40,17.27,scattered clouds
470,Tab,HU,46.7314,18.032,37.4,93,75,6.91,heavy intensity drizzle
471,Dzaoudzi,YT,-12.7887,45.2699,75.2,94,75,3.44,light rain
472,Haines Junction,CA,60.7522,-137.5108,-13.0,48,19,1.14,few clouds
473,Tera,NE,14.0078,0.7531,75.49,19,0,8.72,clear sky
474,Shimonoseki,JP,33.95,130.95,48.99,53,40,19.57,scattered clouds
475,Caravelas,BR,-17.7125,-39.2481,75.99,91,100,6.29,overcast clouds
476,Flinders,AU,-34.5833,150.8552,73.0,70,58,3.0,broken clouds
477,Kamaishi,JP,39.2667,141.8833,26.6,74,75,5.75,light snow
478,Tekirdag,TR,40.978,27.5085,53.6,82,100,5.75,overcast clouds
479,Salym,RU,60.0625,71.4789,1.02,91,100,12.71,overcast clouds
480,Bastia,FR,42.6667,9.3333,53.01,50,0,4.61,clear sky
481,Poum,NC,-20.2333,164.0167,80.53,70,36,5.84,scattered clouds
482,Kyren,RU,51.6828,102.1408,16.7,80,63,0.63,broken clouds
483,Reyes,BO,-14.3167,-67.3833,84.2,84,40,0.31,scattered clouds
484,Poronaysk,RU,49.2167,143.1167,5.25,87,100,7.38,overcast clouds
485,Kizhinga,RU,51.8462,109.9097,-0.92,89,11,2.93,few clouds
486,Florence,IT,43.7667,11.25,52.0,87,75,4.61,light rain
487,Tessalit,ML,20.1986,1.0114,60.75,30,100,10.42,overcast clouds
488,Sakakah,SA,29.9697,40.2064,48.2,81,0,2.95,clear sky
489,Sabinas Hidalgo,MX,26.5,-100.1667,72.12,37,66,9.53,broken clouds
490,Bulungu,CD,-4.55,18.6,71.91,89,82,2.98,light rain
491,Pabrade,LT,55.0,25.7833,1.4,85,2,1.14,clear sky
492,Ossora,RU,59.2353,163.0719,28.89,98,100,17.67,snow
493,Calbuco,CL,-41.768,-73.1273,71.6,53,0,5.75,clear sky
494,Myitkyina,MM,25.3833,97.4,54.48,60,35,2.13,scattered clouds
495,Kuytun,RU,54.3419,101.5036,11.17,92,82,3.24,broken clouds
496,Husavik,IS,66.0449,-17.3389,32.0,74,90,5.75,overcast clouds
497,Guiratinga,BR,-16.3494,-53.7583,73.83,68,27,3.2,scattered clouds
498,Otane,NZ,-39.8833,176.6333,81.0,47,0,5.01,clear sky
499,Bria,CF,6.5423,21.9863,61.68,30,62,5.12,broken clouds
500,Puerto Escondido,MX,15.85,-97.0667,84.2,74,20,5.75,few clouds
501,Rovaniemi,FI,66.5,25.7167,10.4,85,17,9.22,few clouds
502,Mogadishu,SO,2.0371,45.3438,77.32,81,17,23.02,few clouds
503,Chernyshevskiy,RU,63.0128,112.4714,-0.13,94,100,5.77,overcast clouds
504,Nemuro,JP,43.3236,145.575,6.8,85,20,2.3,few clouds
505,Agapovka,RU,53.2973,59.1348,-7.6,59,40,8.95,scattered clouds
506,Sulangan,PH,11.1373,123.7228,79.3,85,100,19.13,moderate rain
507,Japura,ID,-0.3167,102.35,73.65,90,100,1.07,overcast clouds
508,Mwene-Ditu,CD,-7.0,23.45,66.42,95,97,3.02,overcast clouds
509,Khuzdar,PK,27.7384,66.6434,50.31,38,0,3.33,clear sky
510,Saquena,PE,-4.6667,-73.5167,77.0,89,98,1.28,overcast clouds
511,Honiara,SB,-9.4333,159.95,86.7,64,49,8.16,moderate rain
512,Tommot,RU,58.9564,126.2925,-24.16,79,0,2.19,clear sky
513,Torbay,CA,47.6666,-52.7314,30.0,69,20,33.38,few clouds
514,Goure,NE,13.9835,10.2704,70.0,15,0,4.0,clear sky
515,Narsaq,GL,60.9167,-46.05,37.4,30,20,40.29,few clouds
516,Mehamn,NO,71.0357,27.8492,23.23,92,100,20.89,light snow
517,Venado Tuerto,AR,-33.7456,-61.9688,75.99,77,0,1.99,clear sky
518,Nakhodka,RU,42.8333,132.8947,6.49,84,6,15.41,clear sky
519,Jucurutu,BR,-6.0339,-37.0203,83.88,56,89,10.65,overcast clouds
520,Niimi,JP,34.9833,133.4667,41.0,75,20,6.91,few clouds
521,Manyana,BW,-23.4,21.7167,66.54,87,88,5.99,overcast clouds
522,Tuatapere,NZ,-46.1333,167.6833,67.93,56,100,6.67,moderate rain
523,Zabaykalsk,RU,49.6333,117.3167,-9.71,84,2,2.46,clear sky
524,Khilok,RU,51.3674,110.4676,1.89,88,13,3.04,few clouds
525,Dakar,SN,14.6937,-17.4441,66.2,72,0,10.36,clear sky
526,Liku,ID,-0.7275,119.8922,79.27,79,85,1.83,overcast clouds
527,Rayevskiy,RU,54.0658,54.9468,-5.48,87,100,13.76,light snow
528,Santa Cruz De Tenerife,ES,28.4682,-16.2546,57.99,87,90,14.97,overcast clouds
529,Namwala,ZM,-15.7504,26.4384,67.98,97,100,4.7,light rain
530,Calabar,NG,4.9517,8.322,80.24,86,100,3.31,overcast clouds
531,Waddan,LY,29.1614,16.139,72.52,18,100,13.33,overcast clouds
532,Namtsy,RU,62.7161,129.6658,-45.4,59,0,2.24,fog
533,Te Anau,NZ,-45.4167,167.7167,65.98,58,100,4.12,moderate rain
534,Pinsk,BY,52.1229,26.0951,11.35,92,100,15.05,overcast clouds
535,Imeni Zhelyabova,RU,58.9544,36.5956,-10.73,88,24,3.47,few clouds
536,Sioux Lookout,CA,50.1001,-91.917,-14.8,53,1,12.66,snow
537,Nerchinskiy Zavod,RU,51.3088,119.61,-22.13,85,6,3.42,clear sky
538,Komsomolskiy,UZ,40.4272,71.7189,42.8,75,99,9.22,mist
539,Juru,MY,5.312,100.4423,78.8,73,20,5.75,few clouds
540,Outjo,NA,-20.1167,16.15,69.71,43,49,7.16,scattered clouds
541,Owando,CG,-0.4819,15.8999,74.97,80,75,3.76,broken clouds
542,Urk,NL,52.6625,5.6014,23.0,89,100,7.0,light snow
543,Belozerskoye,RU,55.8214,65.5842,-6.61,90,92,7.4,overcast clouds
544,Ahuimanu,US,21.4447,-157.8378,78.8,50,40,5.75,scattered clouds
545,Martyush,RU,56.4,61.8819,-11.88,87,14,10.29,few clouds
546,Praia Da Vitoria,PT,38.7333,-27.0667,57.2,77,40,11.7,scattered clouds
547,Tabuk,PH,17.4189,121.4443,73.42,85,46,0.69,scattered clouds
548,Rosarito,MX,32.3333,-117.0333,70.0,67,1,5.59,haze
549,Sur,OM,22.5667,59.5289,63.36,72,0,3.96,clear sky
550,Angoche,MZ,-16.2325,39.9086,77.94,87,44,6.04,scattered clouds
551,Brainerd,US,46.358,-94.2008,-5.8,45,90,6.91,overcast clouds
552,Olkhovka,RU,53.2115,60.6069,-9.06,86,12,14.09,few clouds
553,Egvekinot,RU,66.3167,-179.1667,-11.54,87,1,15.46,clear sky
554,Badiraguato,MX,25.3667,-107.5167,75.0,53,75,4.61,broken clouds
555,Ous,RU,60.9058,61.5186,-11.63,89,100,7.87,light snow
556,Verkhnyaya Toyma,RU,62.2349,44.9985,-21.69,84,64,7.83,broken clouds
557,Cayenne,GF,4.9333,-52.3333,80.6,83,75,11.5,broken clouds
558,Zhangye,CN,38.9342,100.4517,25.63,72,53,2.71,broken clouds
559,Aitape,PG,-3.1374,142.3475,83.62,70,87,2.62,overcast clouds
560,Keetmanshoop,NA,-26.5833,18.1333,75.34,38,0,10.98,clear sky
561,Amapa,BR,1.0,-52.0,72.79,97,100,4.59,overcast clouds
562,Kushmurun,KZ,52.4503,64.6311,0.27,92,13,9.84,few clouds
563,Tsiroanomandidy,MG,-18.7667,46.0333,68.52,90,99,2.59,light rain
564,Karymskoye,RU,51.6167,114.35,-5.94,88,81,1.01,broken clouds
565,Ulety,RU,51.3572,112.4849,1.94,89,9,4.0,clear sky
566,Ankazoabo,MG,-22.2833,44.5167,71.87,90,70,2.86,broken clouds
567,Tura,IN,25.5198,90.2201,56.86,44,2,2.84,clear sky
568,Kamenz,DE,51.268,14.0937,21.0,79,75,17.27,snow
569,Nyurba,RU,63.2842,118.3319,-2.34,92,100,5.12,light snow
570,Half Moon Bay,US,37.4636,-122.4286,68.0,67,1,14.97,clear sky
571,Tabas,IR,33.5959,56.9244,53.92,51,88,2.39,overcast clouds
572,Goya,AR,-29.14,-59.2626,74.16,48,0,5.44,clear sky
573,Venado,MX,22.9333,-101.0833,72.73,31,17,10.42,few clouds
574,Lady Lake,US,28.9175,-81.9229,66.2,68,1,6.91,clear sky
575,Launceston,AU,-41.45,147.1667,57.99,62,90,4.61,overcast clouds
576,Kloulklubed,PW,7.0419,134.2556,82.4,83,75,10.36,broken clouds
577,Ugoofaaru,MV,5.6667,73.0,81.36,74,11,10.09,few clouds
578,Camacha,PT,33.0833,-16.3333,60.8,88,75,17.27,broken clouds
579,Zambezi,ZM,-13.5432,23.1047,67.3,97,100,6.53,moderate rain
580,Vallenar,CL,-28.5708,-70.7581,65.75,56,0,3.65,clear sky
581,Ozernovskiy,RU,51.5,156.5167,20.08,88,100,13.69,overcast clouds
582,Danielskuil,ZA,-28.1887,23.5395,69.48,71,39,12.17,scattered clouds
583,Serendah,MY,3.3646,101.6041,77.0,88,20,2.91,few clouds
584,Mahon,ES,39.8885,4.2658,48.2,76,0,8.05,clear sky
585,Novosysoyevka,RU,44.235,133.3642,-6.45,89,82,3.78,broken clouds
586,Kimbe,PG,-5.5502,150.1429,85.91,66,40,4.72,light rain
587,San Carlos De Bariloche,AR,-41.1456,-71.3082,66.0,51,90,5.75,overcast clouds
588,Fengzhen,CN,40.4394,113.1536,14.79,75,7,0.65,clear sky
589,Sabha,LY,27.0377,14.4283,67.95,25,100,15.52,overcast clouds
590,Jaranwala,PK,31.3333,73.4333,52.48,47,0,3.27,clear sky
591,Quthing,LS,-30.4,27.7003,65.98,61,29,0.98,scattered clouds
592,Lufilufi,WS,-13.8745,-171.5986,82.4,89,75,9.22,light rain
593,Xining,CN,36.6167,101.7667,20.91,55,31,1.63,scattered clouds
594,Ambon,ID,-3.6954,128.1814,80.6,89,40,6.91,scattered clouds
595,Fortuna,US,40.5982,-124.1573,52.0,81,1,11.5,clear sky
596,Teguise,ES,29.0605,-13.564,59.0,77,40,1.14,scattered clouds
597,Alabat,PH,14.1028,122.0153,79.0,83,47,20.45,scattered clouds
598,Luba,GQ,3.4568,8.5547,77.0,83,20,3.44,few clouds
599,San Juan Tilapa,MX,19.2194,-99.6622,66.2,24,1,13.8,clear sky
600,Ystad,SE,55.4297,13.8204,26.6,68,90,23.02,light snow
601,San Pedro,PH,14.35,121.0167,81.0,83,40,13.11,scattered clouds
602,Wanlaweyn,SO,2.6185,44.8938,74.3,77,27,12.66,scattered clouds
603,Havoysund,NO,70.9963,24.6622,23.0,86,90,14.97,snow
604,Alofi,NU,-19.0595,-169.9187,86.0,62,75,11.5,broken clouds
605,Plyussa,RU,58.4308,29.3654,10.2,96,98,4.7,overcast clouds
606,Sarankhola,BD,22.3082,89.7897,56.82,49,0,5.95,clear sky
607,Rio Gallegos,AR,-51.6226,-69.2181,64.4,45,0,19.57,clear sky
608,Samana,DO,19.2056,-69.3369,78.8,83,20,4.61,few clouds
609,Kokopo,PG,-4.352,152.2633,84.76,69,62,5.99,light rain
610,Manta,EC,-0.95,-80.7333,82.4,69,75,10.36,broken clouds
611,High Level,CA,58.5169,-117.136,-14.8,64,40,2.04,scattered clouds
612,Sarahan,IN,31.5167,77.8,38.89,51,0,10.92,clear sky
613,Kodinsk,RU,58.6881,99.1844,23.49,96,71,6.2,broken clouds
614,Porto Belo,BR,-27.1578,-48.5531,75.2,83,40,8.05,scattered clouds
615,Joao Pinheiro,BR,-17.7425,-46.1725,67.68,99,100,8.48,heavy intensity rain
616,Kaniama,CD,-7.5667,24.1833,65.86,95,99,2.15,overcast clouds
617,Lastoursville,GA,-0.8143,12.7287,71.92,92,1,2.8,clear sky
618,Tecoanapa,MX,16.5167,-98.75,81.32,67,7,8.43,clear sky
619,Saint-Paul,RE,-21.0096,55.2707,75.2,88,75,3.44,moderate rain
620,Lages,BR,-27.8161,-50.3261,60.39,82,15,3.83,few clouds
621,Solone,UA,48.2081,34.8721,12.2,79,75,6.71,light snow
622,Laguna,US,38.421,-121.4238,66.0,42,1,2.01,clear sky
623,Zenzeli,RU,45.9241,47.0474,25.23,78,98,7.45,overcast clouds
624,Moengo,SR,5.6167,-54.4,74.37,95,100,4.23,overcast clouds
625,Viedma,AR,-40.8135,-62.9967,60.01,65,58,10.02,broken clouds
626,Uyuni,BO,-20.4597,-66.825,53.04,63,97,17.49,overcast clouds
627,Malatya,TR,38.5,38.0,30.2,93,0,6.91,clear sky
628,Tawang,IN,27.5833,91.8667,28.6,74,0,8.79,clear sky
629,Evensk,RU,61.95,159.2333,14.4,93,100,39.86,light snow
630,Hamadan,IR,34.7992,48.5146,35.44,83,0,5.64,clear sky
631,Shangqiu,CN,34.45,115.65,34.29,73,100,7.83,overcast clouds
632,Arawa,PG,-6.2132,155.5367,89.49,58,17,4.56,few clouds
633,Oranjestad,AW,12.524,-70.027,78.8,78,20,19.57,few clouds
634,Santa Maria,BR,-29.6842,-53.8069,77.0,69,20,3.44,few clouds
635,Corner Brook,CA,48.9667,-57.9484,28.4,69,90,18.41,overcast clouds
636,Centralia,US,46.7162,-122.9543,42.8,93,75,7.56,broken clouds
637,Tan An,VN,10.5333,106.4167,77.0,88,75,3.44,broken clouds
638,Lavrentiya,RU,65.5833,-171.0,-7.96,86,0,7.23,clear sky
639,Otavi,NA,-19.65,17.3333,66.4,82,100,5.03,overcast clouds
640,Vestmanna,FO,62.1564,-7.1664,35.6,60,75,18.41,broken clouds
641,Katangli,RU,51.7102,143.2326,5.34,94,100,20.02,light snow
642,Akyab,MM,20.15,92.9,64.09,57,0,11.07,clear sky
643,Kutum,SD,14.2,24.6667,51.01,41,0,7.23,clear sky
644,Barillas,GT,15.8036,-91.3158,73.4,28,0,9.22,clear sky
645,Srandakan,ID,-7.9386,110.2506,77.85,86,89,6.4,overcast clouds
646,Sven,RU,53.1822,34.5511,-3.12,93,46,4.07,scattered clouds
647,San Patricio,US,28.017,-97.5169,68.0,56,75,14.97,broken clouds
648,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,24.8,80,100,6.91,light snow
649,Tshikapa,CD,-6.4167,20.8,71.06,88,69,1.81,broken clouds
650,Osa,RU,57.2829,55.4567,-10.39,88,100,12.82,snow
651,Umm Lajj,SA,25.0213,37.2685,70.38,33,0,19.48,clear sky
652,Kaeo,NZ,-35.1,173.7833,69.55,67,46,10.13,scattered clouds
653,Urucara,BR,-2.5364,-57.76,78.12,85,98,0.38,overcast clouds
654,El Salto,MX,20.3333,-104.5,79.0,33,1,10.0,clear sky
655,Saint-Pierre,RE,-21.3393,55.4781,80.6,61,90,8.05,overcast clouds
656,Banjarmasin,ID,-3.3244,114.591,77.0,100,75,1.14,broken clouds
657,Arona,ES,28.0996,-16.681,62.01,77,75,4.61,broken clouds
658,Adrar,MR,20.5022,-10.0711,57.81,35,0,9.19,clear sky
659,Palu,ID,-0.8917,119.8707,80.42,75,75,1.45,broken clouds
660,Grants,US,35.1473,-107.8514,55.4,10,1,14.97,clear sky
661,Huitziltepec,MX,17.8167,-99.4667,90.0,28,7,8.32,clear sky
662,Alexandria,EG,31.2156,29.9553,57.2,88,0,4.61,clear sky
663,Sinnar,SD,13.5691,33.5672,65.34,32,3,12.1,clear sky
664,Bourail,NC,-21.5667,165.4833,82.54,65,47,5.08,scattered clouds
665,San Andres,CO,12.5847,-81.7006,80.6,74,20,9.22,few clouds
666,Nachalovo,RU,46.338,48.2013,17.6,67,0,8.95,clear sky
667,Venice,US,27.0998,-82.4543,66.2,77,90,8.05,overcast clouds
668,Vanimo,PG,-2.6741,141.3028,83.48,70,100,3.71,overcast clouds
669,Zemio,CF,5.0314,25.1361,61.95,30,64,4.36,broken clouds
670,Toppenish,US,46.3774,-120.3087,48.99,37,7,7.45,clear sky
671,Tazovskiy,RU,67.4667,78.7,-8.48,91,100,17.94,light snow
672,Sola,VU,-13.8833,167.55,87.8,70,20,5.75,few clouds
673,Dongsheng,CN,39.8161,109.9776,21.18,73,85,3.33,overcast clouds
674,Mandalgovi,MN,45.7625,106.2708,12.6,84,0,9.48,clear sky
675,Marsaxlokk,MT,35.8419,14.5431,57.2,72,0,21.85,clear sky
676,Okha,RU,53.5739,142.9478,18.48,97,100,22.37,snow
677,Carmen,MX,18.6333,-91.8333,78.8,78,1,9.22,clear sky
678,Bubaque,GW,11.2833,-15.8333,78.26,69,19,7.14,few clouds
679,Matara,LK,5.9485,80.5353,74.1,91,5,4.0,clear sky
680,Bucerias,MX,20.75,-105.3333,73.4,73,1,11.5,clear sky
681,Terra Santa,BR,-2.1042,-56.4869,79.41,75,53,0.94,broken clouds
682,Camocim,BR,-2.9022,-40.8411,79.47,83,28,10.45,scattered clouds
683,Naze,JP,28.3667,129.4833,60.8,63,40,5.75,scattered clouds
684,Qaqortoq,GL,60.7167,-46.0333,37.4,30,20,40.29,few clouds
685,Sokolka,PL,53.4072,23.5023,1.99,81,35,11.23,scattered clouds
686,Carutapera,BR,-1.195,-46.02,77.14,91,5,7.14,moderate rain
687,Sile,TR,41.1754,29.6133,60.8,48,0,10.36,clear sky
688,Bontang,ID,0.1333,117.5,79.86,79,100,1.5,overcast clouds
689,Bulgan,MN,48.8125,103.5347,10.22,82,0,4.27,clear sky
690,Havelock,US,34.8791,-76.9013,43.0,81,1,10.36,clear sky
691,Ilula,TZ,-7.6766,36.0366,63.01,87,100,1.32,overcast clouds
692,Qena,EG,26.1615,32.7183,60.8,67,0,3.44,clear sky
693,Shingu,JP,33.7333,135.9833,50.0,57,20,6.91,few clouds
694,Shamary,RU,57.3434,58.2199,-7.13,89,100,11.7,light snow
695,Ulaangom,MN,49.9811,92.0667,-6.48,90,100,1.05,overcast clouds
696,Belyy,RU,55.8402,32.9419,1.33,94,89,3.69,overcast clouds
697,Tutoia,BR,-2.7619,-42.2744,80.42,83,10,9.22,clear sky
698,Santa Cruz,BO,-17.8,-63.1667,86.0,62,40,3.44,scattered clouds
699,Segovia,ES,41.1667,-4.0,42.01,93,100,3.0,light rain
700,Lagoa,PT,39.05,-27.9833,57.81,77,80,17.29,broken clouds
701,Weiden,DE,49.6775,12.1567,25.0,86,90,5.86,light snow
